"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
5.927240450E0;-1.056941748E0;-7.831764221E-2;3.170972466E-1
5.944960420E0;-7.042102814E-1;-5.073165894E-1;-8.038679957E-1
5.962693086E0;-3.681038618E-1;-4.770441055E-1;-1.477378607E0
5.980410493E0;1.687726974E-1;-1.617641449E-1;-1.718380451E0
5.998120333E0;7.664068937E-1;-7.478580475E-1;-1.196303129E0
6.015848115E0;1.021655560E0;-1.878001213E0;-1.726622581E0
6.033580781E0;2.599304676E0;-7.709140778E-1;-1.137064576E0
6.051292207E0;3.145650625E0;-6.702251434E-1;-1.700753331E0
6.069025667E0;2.449707985E0;-1.384178162E0;-3.502331972E0
6.086737520E0;1.704640746E0;-1.332215309E0;-4.177413464E0
6.104471040E0;2.377309561E0;-1.498581886E0;-4.568971157E0
6.122196199E0;4.238245964E0;-2.178628922E0;-3.922382355E0
6.139919649E0;4.578017712E0;-2.309553146E0;-5.125395298E0
6.157638399E0;2.929783821E0;-1.962799072E0;-4.466185093E0
6.175367647E0;1.379061103E0;-2.034908295E0;-3.454108000E0
6.193087068E0;6.580219269E-1;-1.404917717E0;-2.414206982E0
6.210813448E0;-7.282614708E-3;-2.210844994E0;4.373034000E0
6.228532198E0;3.263937235E-1;-3.955367088E0;5.979930401E0
6.246263155E0;1.102182627E0;-5.951532364E0;-3.541486263E-1
6.263984102E0;-1.818090677E-1;-6.199877739E0;-1.487450004E0
6.281706697E0;-2.804743052E0;-5.702441216E0;9.355369210E-1
6.299429719E0;-4.216150284E0;-3.329387665E0;2.950323105E0
6.317145479E0;-3.879901409E0;-4.289207458E-1;1.871677279E0
6.334881136E0;-2.541819096E0;4.964570999E-1;2.312767744E0
6.352601473E0;-7.410144806E-2;1.312387466E0;2.470747709E0
6.370323213E0;2.173573494E0;1.458019257E0;3.303045988E0
6.388044588E0;2.333782434E0;1.450085640E0;4.491997719E0
6.405767549E0;6.351177692E-1;1.600287437E0;4.439760208E0
6.423496554E0;-2.020147085E0;2.362838745E0;5.402569771E0
6.441219819E0;-3.523938656E0;3.302553177E0;6.119841099E0
6.458940401E0;-3.307241201E0;4.445672512E0;6.464861393E0
6.476654329E0;-2.723240852E0;5.044297218E0;5.518171310E0
6.494376436E0;-1.973470926E0;4.761595726E0;3.482270718E0
6.512102083E0;-7.347483635E-1;3.889509201E0;2.181424141E0
6.529837190E0;3.684099913E-1;2.454579830E0;8.987126350E-1
6.547556550E0;1.298557520E-1;1.545870781E0;-2.119396210E0
6.565284028E0;-2.580399513E-1;-3.154668808E-1;-5.972981453E0
6.583006563E0;1.666443825E0;-3.504589081E0;-9.880460739E0
6.600734162E0;2.290035486E0;-7.868412971E0;-4.383187294E0
6.618452363E0;2.458055735E0;-7.841663361E0;-5.072671890E0
6.636173249E0;1.238751769E0;-1.308239937E0;-6.072141647E0
6.653900545E0;1.495238543E0;5.526780128E0;-1.407423496E0
6.671628511E0;-5.052845478E-1;7.013830662E0;1.682132006E0
6.689347444E0;-5.098955631E0;4.707221985E-1;5.826081276E0
6.707071138E0;-6.368942261E0;-2.857700348E0;1.103407192E1
6.724793794E0;-2.378863335E0;-4.340351105E0;6.567459583E0
6.742520234E0;-1.228201628E0;-1.120765400E1;-6.353533745E0
6.760241609E0;-2.726834536E0;-1.030137730E1;-7.674438953E0
6.777964876E0;-2.916981220E0;2.997211933E0;7.447110176E0
6.795693086E0;-3.018799782E0;8.915812492E0;7.901364803E0
6.813414827E0;4.217715263E-1;3.973186493E0;3.993533373E0
6.831135469E0;5.301461697E0;-1.129226685E0;2.947623253E0
6.848858858E0;6.593017578E0;-2.951726913E0;5.287103653E0
6.866582247E0;4.517386436E0;-1.089604378E0;1.752243161E0
6.884296358E0;-7.673245668E-1;1.219017029E0;-2.004259109E0
6.902029329E0;-4.220606327E0;2.326555729E0;-1.574765205E0
6.919751436E0;-2.832464695E0;2.492131710E0;4.621928930E-2
6.937473299E0;-6.361225843E-1;1.356626511E0;5.614835024E-1
6.955200960E0;8.045150042E-1;6.014184952E-1;1.692300141E-1
6.972913790E0;1.343207955E0;6.554899216E-1;4.379363656E-1
6.990643221E0;1.112454414E0;1.003459930E0;9.522413462E-2
7.008358614E0;1.021268010E0;1.548080444E0;-5.690314174E-1
