"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
6.442031105E0;3.319063663E0;-8.503160477E-1;3.973305225E-1
6.459757729E0;1.878309250E-1;5.339384079E-1;-1.041544080E0
6.477478859E0;-1.100323796E0;1.611790657E0;-1.572951794E0
6.495211464E0;-1.332944036E0;2.099737644E0;-1.707851887E-2
6.512943397E0;-1.299784422E0;1.622865677E0;9.816833138E-1
6.530664650E0;-5.973792672E-1;1.237382889E0;-8.298472166E-1
6.548386330E0;-3.880335093E-1;5.634756088E-1;-1.361683965E0
6.566112099E0;-7.831348181E-1;4.570531845E-1;1.201188564E0
6.583831093E0;-9.746558666E-1;1.286735535E-1;2.553933144E0
6.601562294E0;-2.607470751E-1;4.180431366E-2;1.708803654E0
6.619283363E0;7.731918097E-1;3.306379318E-1;9.162049294E-1
6.637004188E0;1.163593531E0;8.222332001E-1;5.108776093E-1
6.654731300E0;1.242267609E0;7.526788712E-1;7.518945932E-1
6.672454933E0;1.493659496E0;-2.104473114E-2;1.582028508E0
6.690178810E0;2.058839798E0;-1.071496010E0;2.753606319E0
6.707902626E0;3.127189875E0;-1.950448990E0;3.805697441E0
6.725626198E0;4.945336342E0;-2.079725266E0;3.857480526E0
6.743350136E0;6.617639065E0;-1.672149658E0;3.719129086E0
6.761073830E0;7.022426605E0;-1.398722649E0;3.532682896E0
6.778797951E0;5.198690891E0;-2.427873611E0;4.625547886E0
6.796521584E0;3.160481453E0;-3.722757339E0;5.472933292E0
6.814245644E0;1.893473387E0;-4.744249344E0;5.763135910E0
6.831969277E0;1.258705139E0;-4.338728905E0;6.064474583E0
6.849692909E0;-1.426250935E-1;-3.462190628E0;4.053072929E0
6.867416908E0;-1.438205957E0;-2.619330406E0;1.068219423E0
6.885130714E0;-3.079240322E0;-2.525562286E0;-2.458950043E0
6.902864540E0;-4.314759731E0;-4.037498474E0;-1.735866070E0
6.920588173E0;-3.789625645E0;-4.489629745E0;-2.138461471E-1
6.938309181E0;-2.199933052E0;-4.377996445E0;-1.230563641E0
6.956035927E0;-1.005954266E0;-2.774755478E0;-2.389133215E0
6.973759560E0;-8.310863972E-1;-1.486155510E0;-2.207679510E0
6.991484841E0;-1.218900442E0;-4.275264740E-1;-2.198755026E0
7.009203957E0;-1.279915452E0;9.075345993E-1;-3.233187914E0
7.026930946E0;-1.300556183E0;1.505388260E0;-3.367578268E0
7.044654640E0;1.021966457E0;2.863590240E0;-4.292806625E0
7.062372291E0;1.320357084E0;2.887855530E0;-4.380943775E0
